Date,CYR,Season,Month,Time,Site,Longitude,Latitude,area_sampled,total_count,total_ave_sg,diet_shrimp,diet_crab,diet_items,diet_presence
9/5/2013,2013,WET,9,0.604166667,15,-80.31221,25.54488,3,0,30.5,0,0,0,no food
9/5/2013,2013,WET,9,0.588194444,16,-80.31277,25.54055,3,0,37.1,0,0,0,no food
9/5/2013,2013,WET,9,0.574305556,17,-80.31338,25.53746,3,0,37,0,0,0,no food
9/5/2013,2013,WET,9,0.547222222,18,-80.32884,25.53181,3,1,24,0,0,0,no food
9/5/2013,2013,WET,9,0.528472222,19,-80.33116,25.52556,3,0,24.6,0,0,0,no food
9/5/2013,2013,WET,9,0.505555556,20,-80.33098,25.51823,3,1,20,0,0,0,no food
9/5/2013,2013,WET,9,0.489583333,21,-80.33378,25.5165,3,2,25.1,0,0,0,no food
9/5/2013,2013,WET,9,0.476388889,22,-80.33408,25.51568,3,0,38.5,0,0,0,no food
9/5/2013,2013,WET,9,0.4625,23,-80.33479,25.51439,3,0,27.5,0,0,0,no food
9/5/2013,2013,WET,9,0.447916667,24,-80.33522,25.51207,3,0,35.5,0,1,1,food
9/5/2013,2013,WET,9,0.43125,25,-80.33577,25.5096,3,0,26.5,0,0,0,no food
9/5/2013,2013,WET,9,0.416666667,26,-80.33363,25.50563,3,0,39,0,1,1,food
9/5/2013,2013,WET,9,0.395833333,28,-80.33656,25.50508,3,1,21.7,0,0,0,no food
9/5/2013,2013,WET,9,0.376388889,29,-80.33756,25.5046,3,0,24.51,0,0,0,no food
9/6/2013,2013,WET,9,0.510416667,10,-80.30263,25.56949,3,0,15,0,0,0,no food
9/6/2013,2013,WET,9,0.489583333,11,-80.30341,25.56843,3,0,43.6,0,0,0,no food
9/6/2013,2013,WET,9,0.454166667,12,-80.30761,25.5616,3,0,24.2,0,0,0,no food
9/6/2013,2013,WET,9,0.438194444,13,-80.30758,25.55797,3,0,57.5,0,0,0,no food
9/6/2013,2013,WET,9,0.40625,14,-80.3101,25.55182,3,0,41.3,1,0,1,food
9/6/2013,2013,WET,9,0.579861111,7,-80.30785,25.59453,3,1,23.7,2,0,2,food
9/6/2013,2013,WET,9,0.541666667,8,-80.30505,25.57979,3,0,11.8,0,0,0,no food
9/6/2013,2013,WET,9,0.526388889,9,-80.30343,25.57417,3,0,17,0,0,0,no food
9/8/2013,2013,WET,9,0.522916667,1,-80.28864,25.62928,3,2,40,0,0,0,no food
9/8/2013,2013,WET,9,0.502777778,2,-80.2992,25.62391,3,0,44.1,0,0,0,no food
9/8/2013,2013,WET,9,0.482638889,3,-80.30151,25.61753,3,0,51.8,0,0,0,no food
9/8/2013,2013,WET,9,0.468055556,4,-80.3028,25.61584,3,0,55,0,0,0,no food
9/8/2013,2013,WET,9,0.450694444,5,-80.30614,25.61386,3,0,34.2,0,0,0,no food
9/8/2013,2013,WET,9,0.4,6,-80.30733,25.60906,3,1,15.3,0,0,0,no food
3/15/2014,2014,DRY,3,0.645138889,27,-80.33263,25.50378,3,7,22.6,0,0,0,no food
3/15/2014,2014,DRY,3,0.627083333,28,-80.33662,25.50511,3,0,22.5,2,2,4,food
3/15/2014,2014,DRY,3,0.613194444,29,-80.33788,25.50449,3,2,39.8,0,0,0,no food
3/15/2014,2014,DRY,3,0.590277778,30,-80.33932,25.49727,3,0,26,0,0,0,no food
3/15/2014,2014,DRY,3,0.566666667,31,-80.33881,25.49326,3,1,29,1,0,1,food
3/15/2014,2014,DRY,3,0.55,32,-80.34029,25.49034,3,0,32.5,0,0,0,no food
3/15/2014,2014,DRY,3,0.531944444,33,-80.34003,25.48664,3,1,38.6,0,0,0,no food
3/15/2014,2014,DRY,3,0.5125,34,-80.33983,25.48505,3,0,23.5,0,0,0,no food
3/15/2014,2014,DRY,3,0.495138889,35,-80.34032,25.48031,3,0,15.2,0,0,0,no food
3/15/2014,2014,DRY,3,0.415277778,38,-80.34007,25.46945,3,0,19,2,0,2,food
3/15/2014,2014,DRY,3,0.396527778,39,-80.33765,25.46575,3,0,8.3,1,0,1,food
3/16/2014,2014,DRY,3,0.436805556,17,-80.31329,25.53753,3,0,56.5,0,0,0,no food
3/16/2014,2014,DRY,3,0.484027778,18,-80.3289,25.53169,3,2,20.5,1,0,1,food
3/16/2014,2014,DRY,3,0.510416667,19,-80.33122,25.52548,3,0,14.5,0,0,0,no food
3/16/2014,2014,DRY,3,0.534722222,20,-80.33081,25.51806,3,0,36,0,0,0,no food
3/16/2014,2014,DRY,3,0.552083333,21,-80.33371,25.51657,3,0,23.6,0,0,0,no food
3/16/2014,2014,DRY,3,0.564583333,22,-80.33408,25.51571,3,0,35,0,0,0,no food
3/16/2014,2014,DRY,3,0.581944444,23,-80.33495,25.51448,3,0,38.1,0,0,0,no food
3/16/2014,2014,DRY,3,0.595833333,24,-80.33509,25.51195,3,0,26,0,0,0,no food
3/16/2014,2014,DRY,3,0.611805556,25,-80.33576,25.5096,3,0,40.5,0,0,0,no food
3/16/2014,2014,DRY,3,0.630555556,26,-80.33363,25.50563,3,0,36.5,1,0,1,food
3/31/2014,2014,DRY,3,0.560416667,10,-80.30251,25.56947,3,0,21.1,0,0,0,no food
3/31/2014,2014,DRY,3,0.541666667,11,-80.30329,25.56857,3,0,22.6,3,0,3,food
3/31/2014,2014,DRY,3,0.495138889,12,-80.30768,25.56171,3,0,36,1,0,1,food
3/31/2014,2014,DRY,3,0.470833333,13,-80.30758,25.55799,3,0,53.6,0,1,1,food
3/31/2014,2014,DRY,3,0.427777778,14,-80.31013,25.55181,3,0,29.6,1,1,2,food
3/31/2014,2014,DRY,3,0.408333333,15,-80.31216,25.54482,3,1,4.8,1,0,1,food
3/31/2014,2014,DRY,3,0.384027778,16,-80.31273,25.54065,3,0,29.1,0,0,0,no food
3/31/2014,2014,DRY,3,0.58125,9,-80.30344,25.57422,3,1,32.5,0,0,0,no food
4/1/2014,2014,DRY,4,0.565277778,2,-80.29913,25.62399,3,0,60.2,2,0,2,food
4/1/2014,2014,DRY,4,0.543055556,3,-80.30142,25.61757,3,1,42.1,1,0,1,food
4/1/2014,2014,DRY,4,0.529166667,4,-80.30267,25.61581,3,0,16.1,0,0,0,no food
4/1/2014,2014,DRY,4,0.510416667,5,-80.30605,25.61403,3,0,22.5,0,0,0,no food
4/1/2014,2014,DRY,4,0.46875,6,-80.30741,25.60913,3,0,30.7,0,0,0,no food
4/1/2014,2014,DRY,4,0.445138889,7,-80.30795,25.5949,3,0,79.4,2,1,3,food
4/1/2014,2014,DRY,4,0.405555556,8,-80.30509,25.57985,3,0,18.5,0,0,0,no food
8/25/2014,2014,WET,8,0.503472222,39,-80.33759,25.46566,3,0,10.6,0,0,0,no food
8/25/2014,2014,WET,8,0.477083333,40,-80.3372,25.45862,3,0,26.5,0,0,0,no food
8/25/2014,2014,WET,8,0.461805556,41,-80.33607,25.45519,3,0,27.5,0,0,0,no food
8/25/2014,2014,WET,8,0.444444444,42,-80.33066,25.45032,3,0,4.6,0,0,0,no food
8/25/2014,2014,WET,8,0.429166667,43,-80.33104,25.44461,3,0,23,0,0,0,no food
8/25/2014,2014,WET,8,0.416666667,44,-80.33038,25.44299,3,0,36,0,1,1,food
8/25/2014,2014,WET,8,0.398611111,45,-80.32419,25.43759,3,0,21.5,0,0,0,no food
8/25/2014,2014,WET,8,0.384027778,46,-80.32166,25.43744,3,0,29.5,0,0,0,no food
8/25/2014,2014,WET,8,0.364583333,47,-80.3194,25.4371,3,0,64.5,0,0,0,no food
8/26/2014,2014,WET,8,0.572222222,27,-80.33259,25.50413,3,0,36,1,0,1,food
8/26/2014,2014,WET,8,0.588888889,28,-80.33649,25.50511,3,0,12,1,0,1,food
8/26/2014,2014,WET,8,0.556944444,29,-80.33762,25.50463,3,0,14.5,0,0,0,no food
8/26/2014,2014,WET,8,0.536805556,30,-80.33919,25.49722,3,0,28.6,1,0,1,food
8/26/2014,2014,WET,8,0.517361111,31,-80.3385,25.49324,3,0,3.7,1,0,1,food
8/26/2014,2014,WET,8,0.501388889,32,-80.34013,25.49031,3,0,0,0,0,0,no food
8/26/2014,2014,WET,8,0.475,33,-80.33995,25.48693,3,0,27.7,0,0,0,no food
8/26/2014,2014,WET,8,0.458333333,34,-80.33973,25.48524,3,0,21.7,0,0,0,no food
8/26/2014,2014,WET,8,0.441666667,35,-80.3403,25.48014,3,0,10,0,0,0,no food
8/26/2014,2014,WET,8,0.427083333,36,-80.34032,25.47972,3,0,9.7,2,0,2,food
8/26/2014,2014,WET,8,0.4125,37,-80.34032,25.47713,3,0,17.1,1,0,1,food
8/26/2014,2014,WET,8,0.371527778,38,-80.34013,25.46956,3,0,19,0,0,0,no food
8/27/2014,2014,WET,8,0.392361111,18,-80.32884,25.53185,3,0,52.5,0,0,0,no food
8/27/2014,2014,WET,8,0.413194444,19,-80.33107,25.52553,3,0,50.5,0,0,0,no food
8/27/2014,2014,WET,8,0.430555556,20,-80.33093,25.51831,3,0,49,0,0,0,no food
8/27/2014,2014,WET,8,0.45,21,-80.33366,25.51657,3,0,39.5,1,0,1,food
8/27/2014,2014,WET,8,0.466666667,22,-80.33414,25.5155,3,0,47.5,0,0,0,no food
8/27/2014,2014,WET,8,0.489583333,23,-80.33489,25.51413,3,0,31,0,0,0,no food
8/27/2014,2014,WET,8,0.50625,24,-80.33519,25.51215,3,0,58.2,0,0,0,no food
8/27/2014,2014,WET,8,0.520833333,25,-80.33562,25.50941,3,0,5.8,0,0,0,no food
8/27/2014,2014,WET,8,0.541666667,26,-80.33359,25.5056,3,0,46,0,0,0,no food
9/8/2014,2014,WET,9,0.365972222,1,-80.28844,25.62928,3,0,36.7,0,0,0,no food
9/9/2014,2014,WET,9,0.406944444,10,-80.30262,25.56931,3,0,28.5,1,0,1,food
9/9/2014,2014,WET,9,0.423611111,11,-80.3034,25.56846,3,0,30,0,0,0,no food
9/9/2014,2014,WET,9,0.454861111,12,-80.30757,25.56171,3,0,0,0,0,0,no food
9/9/2014,2014,WET,9,0.471527778,13,-80.30757,25.55794,3,0,8.2,0,0,0,no food
9/9/2014,2014,WET,9,0.503472222,14,-80.31007,25.55184,3,0,6.5,0,0,0,no food
9/9/2014,2014,WET,9,0.525694444,15,-80.31213,25.54484,3,0,4.5,0,0,0,no food
9/9/2014,2014,WET,9,0.541666667,16,-80.31271,25.54063,3,0,19,0,0,0,no food
9/9/2014,2014,WET,9,0.558333333,17,-80.31337,25.53753,3,0,35.1,0,0,0,no food
9/9/2014,2014,WET,9,0.331944444,7,-80.30779,25.59457,3,0,39.6,2,0,2,food
9/9/2014,2014,WET,9,0.375,8,-80.30501,25.57966,3,0,1.1,0,0,0,no food
9/9/2014,2014,WET,9,0.388888889,9,-80.30343,25.57402,3,0,38.6,0,0,0,no food
3/17/2015,2015,DRY,3,0.527777778,42,-80.33057,25.4507,3,0,8.1,0,0,0,no food
3/17/2015,2015,DRY,3,0.496527778,43,-80.33103,25.4451,3,0,17.22222222,2,0,2,food
3/17/2015,2015,DRY,3,0.470833333,44,-80.33028,25.44301,3,0,24.5,0,0,0,no food
3/17/2015,2015,DRY,3,0.440972222,45,-80.32431,25.4377,3,0,8,0,0,0,no food
3/17/2015,2015,DRY,3,0.417361111,46,-80.32182,25.43741,3,0,16.77777778,0,0,0,no food
3/17/2015,2015,DRY,3,0.347222222,47,-80.3194,25.43719,3,0,60.5,0,0,0,no food
3/18/2015,2015,DRY,3,0.591666667,32,-80.33996,25.49019,3,0,26,1,0,1,food
3/18/2015,2015,DRY,3,0.565277778,33,-80.34,25.48681,3,2,42,2,1,3,food
3/18/2015,2015,DRY,3,0.545138889,34,-80.33966,25.48525,3,0,16.5,3,0,3,food
3/18/2015,2015,DRY,3,0.49375,36,-80.34027,25.48012,3,0,22.8,3,0,3,food
3/18/2015,2015,DRY,3,0.470138889,37,-80.34018,25.47716,3,0,38.6,2,0,2,food
3/18/2015,2015,DRY,3,0.445138889,38,-80.34002,25.46941,3,0,44.5,1,0,1,food
3/18/2015,2015,DRY,3,0.416666667,39,-80.33752,25.46568,3,0,12,0,0,0,no food
3/18/2015,2015,DRY,3,0.366666667,40,-80.33721,25.45879,3,0,17.77777778,1,0,1,food
3/18/2015,2015,DRY,3,0.39375,41,-80.33607,25.45522,3,0,33,0,0,0,no food
3/19/2015,2015,DRY,3,0.581944444,22,-80.33398,25.51555,3,0,30,1,1,2,food
3/19/2015,2015,DRY,3,0.563194444,23,-80.33479,25.51429,3,0,53.5,0,1,1,food
3/19/2015,2015,DRY,3,0.544444444,24,-80.33521,25.51215,3,0,27.6,1,0,1,food
3/19/2015,2015,DRY,3,0.526388889,25,-80.33573,25.5097,3,0,20.5,0,0,0,no food
3/19/2015,2015,DRY,3,0.509027778,26,-80.33366,25.50575,3,0,33.5,0,0,0,no food
3/19/2015,2015,DRY,3,0.490277778,27,-80.33254,25.50415,3,0,61.6,0,0,0,no food
3/19/2015,2015,DRY,3,0.46875,28,-80.33662,25.50499,3,0,11,0,0,0,no food
3/19/2015,2015,DRY,3,0.447916667,29,-80.33788,25.50456,3,0,14.6,4,0,4,food
3/19/2015,2015,DRY,3,0.422222222,30,-80.33925,25.49725,3,0,36,0,0,0,no food
3/19/2015,2015,DRY,3,0.391666667,31,-80.33858,25.49326,3,0,18.4,0,0,0,no food
3/20/2015,2015,DRY,3,0.48125,18,-80.32872,25.53195,3,0,31,0,0,0,no food
3/20/2015,2015,DRY,3,0.459027778,19,-80.33108,25.5253,3,0,37.22222222,0,1,1,food
3/20/2015,2015,DRY,3,0.4375,20,-80.33096,25.51828,3,0,48.6,0,0,0,no food
3/20/2015,2015,DRY,3,0.411805556,21,-80.33373,25.51654,3,0,30,1,0,1,food
4/1/2015,2015,DRY,4,0.503472222,10,-80.30251,25.56949,3,0,24,1,0,1,food
4/1/2015,2015,DRY,4,0.4875,11,-80.30307,25.56866,3,0,29,2,0,2,food
4/1/2015,2015,DRY,4,0.452083333,12,-80.30757,25.56178,3,0,17.25,0,1,1,food
4/1/2015,2015,DRY,4,0.429861111,13,-80.3074,25.55777,3,0,14.8,0,0,0,no food
4/1/2015,2015,DRY,4,0.409722222,14,-80.31013,25.55169,3,0,1.5,0,0,0,no food
4/1/2015,2015,DRY,4,0.388194444,15,-80.31223,25.545,3,1,15.7,0,0,0,no food
4/1/2015,2015,DRY,4,0.364583333,16,-80.31276,25.54047,3,0,50.9,0,0,0,no food
4/1/2015,2015,DRY,4,0.340972222,17,-80.31344,25.53711,3,0,42.5,0,0,0,no food
4/2/2015,2015,DRY,4,0.53125,1,-80.28817,25.62919,3,0,25.6,1,0,1,food
4/2/2015,2015,DRY,4,0.507638889,2,-80.29922,25.62379,3,0,38.5,1,0,1,food
4/2/2015,2015,DRY,4,0.486111111,3,-80.30167,25.61746,3,0,36.2,0,0,0,no food
4/2/2015,2015,DRY,4,0.463194444,4,-80.30273,25.61579,3,0,15.7,0,0,0,no food
4/2/2015,2015,DRY,4,0.443055556,5,-80.30614,25.61381,3,0,30.6,1,0,1,food
4/2/2015,2015,DRY,4,0.41875,7,-80.30801,25.59482,3,0,30,0,0,0,no food
4/2/2015,2015,DRY,4,0.364583333,8,-80.30481,25.57934,3,0,17.6,0,0,0,no food
4/2/2015,2015,DRY,4,0.345833333,9,-80.30347,25.57438,3,0,14,0,0,0,no food
9/10/2015,2015,WET,9,0.536111111,38,-80.34008,25.46918,3,0,14.5,3,0,3,food
9/10/2015,2015,WET,9,0.51875,39,-80.33733,25.46552,3,0,6.8,25,0,25,food
9/10/2015,2015,WET,9,0.484027778,40,-80.33723,25.45877,3,0,41,0,0,0,no food
9/10/2015,2015,WET,9,0.466666667,41,-80.33628,25.4556,3,0,39.6,0,0,0,no food
9/10/2015,2015,WET,9,0.448611111,42,-80.33055,25.45041,3,0,1.8,0,0,0,no food
9/10/2015,2015,WET,9,0.429166667,43,-80.33097,25.44466,3,0,26,0,0,0,no food
9/10/2015,2015,WET,9,0.413888889,44,-80.33035,25.44303,3,0,40.5,3,0,3,food
9/10/2015,2015,WET,9,0.39375,45,-80.32407,25.43774,3,0,27.5,0,0,0,no food
9/10/2015,2015,WET,9,0.379166667,46,-80.3217,25.43744,3,0,32.5,0,0,0,no food
9/10/2015,2015,WET,9,0.354166667,47,-80.31934,25.43716,3,0,37,0,0,0,no food
9/11/2015,2015,WET,9,0.522222222,31,-80.3384,25.49329,3,2,56,2,0,2,food
9/11/2015,2015,WET,9,0.501388889,32,-80.33994,25.49021,3,1,25,1,0,1,food
9/11/2015,2015,WET,9,0.48125,33,-80.33991,25.48699,3,0,42,7,0,7,food
9/11/2015,2015,WET,9,0.463888889,34,-80.33974,25.48527,3,0,47.5,5,0,5,food
9/11/2015,2015,WET,9,0.443055556,35,-80.34018,25.48039,3,0,40,1,0,1,food
9/11/2015,2015,WET,9,0.411805556,36,-80.34032,25.47985,3,0,34,0,0,0,no food
9/11/2015,2015,WET,9,0.392361111,37,-80.34028,25.47713,3,2,36,0,0,0,no food
9/12/2015,2015,WET,9,0.582638889,18,-80.32871,25.53192,3,0,34.6,1,0,1,food
9/12/2015,2015,WET,9,0.563888889,19,-80.331,25.52547,3,0,32.5,2,0,2,food
9/12/2015,2015,WET,9,0.545138889,20,-80.3309,25.51857,3,0,53,1,0,1,food
9/12/2015,2015,WET,9,0.529861111,21,-80.33356,25.51674,3,0,9.5,2,0,2,food
9/12/2015,2015,WET,9,0.513888889,22,-80.33408,25.51569,3,0,61.5,2,0,2,food
9/12/2015,2015,WET,9,0.499305556,23,-80.33474,25.51447,3,0,56.5,2,0,2,food
9/12/2015,2015,WET,9,0.477777778,24,-80.33512,25.51219,3,0,57.5,0,0,0,no food
9/12/2015,2015,WET,9,0.461111111,25,-80.33549,25.50941,3,0,68.5,1,0,1,food
9/12/2015,2015,WET,9,0.445138889,26,-80.33369,25.50567,3,0,53,0,0,0,no food
9/12/2015,2015,WET,9,0.429861111,27,-80.33251,25.50411,3,0,49.5,1,0,1,food
9/12/2015,2015,WET,9,0.413194444,28,-80.33663,25.50508,3,0,51,1,0,1,food
9/12/2015,2015,WET,9,0.398611111,29,-80.33785,25.50446,3,0,46.1,1,0,1,food
9/12/2015,2015,WET,9,0.377083333,30,-80.33939,25.49737,3,0,35.2,2,0,2,food
9/14/2015,2015,WET,9,0.586111111,10,-80.30253,25.56951,3,0,49.5,2,0,2,food
9/14/2015,2015,WET,9,0.572916667,11,-80.30318,25.56849,3,0,44,3,0,3,food
9/14/2015,2015,WET,9,0.533333333,12,-80.30753,25.56187,3,0,11,0,0,0,no food
9/14/2015,2015,WET,9,0.518055556,13,-80.30759,25.55811,3,0,8,3,0,3,food
9/14/2015,2015,WET,9,0.48125,14,-80.31017,25.55157,3,1,0,6,0,6,food
9/14/2015,2015,WET,9,0.460416667,15,-80.31248,25.54509,3,0,26.5,0,0,0,no food
9/14/2015,2015,WET,9,0.445833333,16,-80.3128,25.54044,3,0,31,3,0,3,food
9/14/2015,2015,WET,9,0.428472222,17,-80.31334,25.53748,3,0,54,2,0,2,food
9/14/2015,2015,WET,9,0.619444444,8,-80.30484,25.57957,3,0,19,0,0,0,no food
9/14/2015,2015,WET,9,0.602777778,9,-80.3034,25.57389,3,0,26.5,0,0,0,no food
9/16/2015,2015,WET,9,0.575,1,-80.28882,25.62905,3,0,42.5,0,0,0,no food
9/16/2015,2015,WET,9,0.555555556,2,-80.29912,25.62358,3,0,13.1,0,0,0,no food
9/16/2015,2015,WET,9,0.540277778,3,-80.30171,25.61744,3,0,19.7,1,0,1,food
9/16/2015,2015,WET,9,0.520833333,4,-80.30276,25.61585,3,2,46.1,0,0,0,no food
9/16/2015,2015,WET,9,0.501388889,5,-80.30612,25.61335,3,0,21.8,0,0,0,no food
9/16/2015,2015,WET,9,0.464583333,6,-80.30728,25.60904,3,0,19.5,1,0,1,food
9/16/2015,2015,WET,9,0.448611111,7,-80.30761,25.5944,3,0,26,0,0,0,no food
3/20/2016,2016,DRY,3,0.535416667,42,-80.33058,25.45048,3,0,7.6,0,0,0,no food
3/20/2016,2016,DRY,3,0.514583333,43,-80.33103,25.44473,3,0,14.5,1,0,1,food
3/20/2016,2016,DRY,3,0.4875,44,-80.33043,25.44315,3,0,29.1,2,0,2,food
3/20/2016,2016,DRY,3,0.4625,45,-80.32411,25.43766,3,0,8.1,0,0,0,no food
3/20/2016,2016,DRY,3,0.440277778,46,-80.32162,25.43744,3,0,15.1,0,0,0,no food
3/20/2016,2016,DRY,3,0.404861111,47,-80.31935,25.43714,3,0,17,0,0,0,no food
3/24/2016,2016,DRY,3,0.602777778,35,-80.34019,25.48036,3,0,23,2,0,2,food
3/24/2016,2016,DRY,3,0.585416667,36,-80.34022,25.4796,3,0,29.1,0,0,0,no food
3/24/2016,2016,DRY,3,0.534722222,37,-80.34032,25.47703,3,0,30.6,0,1,1,food
3/24/2016,2016,DRY,3,0.506944444,38,-80.34004,25.46936,3,0,20,0,0,0,no food
3/24/2016,2016,DRY,3,0.481944444,39,-80.33748,25.46559,3,0,8.7,0,0,0,no food
3/24/2016,2016,DRY,3,0.453472222,40,-80.33719,25.45888,3,0,26.6,0,0,0,no food
3/24/2016,2016,DRY,3,0.400694444,41,-80.33623,25.45545,3,1,15.5,4,0,4,food
3/28/2016,2016,DRY,3,0.654166667,28,-80.33648,25.50521,3,0,15,0,0,0,no food
3/28/2016,2016,DRY,3,0.631944444,29,-80.33762,25.5046,3,1,25.6,0,0,0,no food
3/28/2016,2016,DRY,3,0.602083333,30,-80.3394,25.49738,3,0,29,0,2,2,food
